T;Heated Black Aluminum (TH1-0);Blue Aluminum (TH1-1);Polished Aluminum (TH1-2);Red Aluminum (TH0-3);Heated Carbon (TH2-0);Black Aluminum (TH2-1);Carbon (TH2-2);Titanium (TH2-3);Photodiode
1234;88.8;7.8;3.4;-1.9;100.5;8;7.8;12;10.1
1235;88.8;7.9;3.4;-1.9;100.4;8;7.8;12;9.5
1236;88.8;7.9;3.4;-1.8;100.3;8;7.8;12;9
1237;88.8;7.9;3.4;-1.8;100.3;8;7.8;12;8.9
1238;88.8;7.9;3.5;-1.8;100.2;8;7.8;12;8.5
1239;88.7;7.9;3.5;-1.8;100.1;8;7.8;12;7.9
1240;88.7;7.9;3.5;-1.8;100;8;7.8;12;7.4
1241;88.7;7.9;3.6;-1.8;99.9;8;7.8;12;6.9
1242;88.7;7.9;3.6;-1.8;99.9;8;7.8;12;6.4
1243;88.7;7.9;3.6;-1.8;99.7;8;7.8;12;5.8
1244;88.6;7.9;3.6;-1.8;99.6;8;7.7;12;5.3
1245;88.6;7.9;3.6;-1.8;99.5;8;7.7;11.9;5.3
1246;88.6;7.9;3.6;-1.7;99.4;8;7.7;11.9;4.8
1247;88.5;7.9;3.6;-1.7;99.4;8;7.7;11.9;4.8
1248;88.5;7.9;3.7;-1.8;99.2;8;7.7;11.9;4.2
1249;88.4;7.9;3.7;-1.8;99.1;8;7.6;11.9;3.2
1250;88.4;7.9;3.7;-1.8;98.9;8;7.6;11.8;2.1
1251;88.4;7.9;3.7;-1.8;98.8;8;7.5;11.8;1.6
1252;88.3;7.8;3.7;-1.8;98.7;8;7.5;11.8;1.6
1253;88.3;7.8;3.7;-1.8;98.6;8;7.5;11.8;1.6
1254;88.3;7.8;3.8;-1.8;98.4;7.9;7.5;11.7;1.6
1255;88.2;7.8;3.8;-1.8;98.3;7.9;7.4;11.7;1.6
1256;88.2;7.7;3.8;-1.8;98.2;7.9;7.4;11.6;1.6
1257;88.1;7.7;3.8;-1.9;98.1;7.9;7.3;11.6;1.6
1258;88.1;7.7;3.8;-1.9;98;7.8;7.3;11.5;1.6
1259;88;7.7;3.8;-1.9;97.8;7.8;7.2;11.5;1.6
1260;88;7.7;3.8;-1.9;97.7;7.8;7.2;11.4;1.6
1261;87.9;7.7;3.8;-1.9;97.6;7.8;7.1;11.4;1.6
1262;87.9;7.6;3.8;-2;97.4;7.7;7.1;11.3;1.6
1263;87.8;7.6;3.8;-2;97.3;7.7;7;11.3;1.6
1264;87.8;7.6;3.8;-2;97.2;7.7;7;11.2;1.6
1265;87.7;7.6;3.8;-2;97.1;7.7;7;11.2;1.6
1266;87.7;7.6;3.8;-2;96.9;7.6;6.9;11.1;1.6
1267;87.6;7.6;3.8;-2;96.9;7.6;7;11.1;1.6
1268;87.6;7.6;3.8;-2.1;96.7;7.6;6.9;11;2
1269;87.6;7.5;3.9;-2.1;96.6;7.6;6.8;11;2.1
1270;87.5;7.5;3.9;-2.1;96.5;7.5;6.8;10.9;2.1
1271;87.5;7.5;3.9;-2.1;96.4;7.6;6.8;10.9;2.1
1272;87.5;7.5;3.9;-2.1;96.3;7.5;6.7;10.9;2.1
1273;87.5;7.5;3.9;-2.1;96.2;7.5;6.7;10.8;2.1
1274;87.4;7.5;3.9;-2.1;96.1;7.5;6.7;10.7;2.1
1275;87.4;7.5;3.9;-2.2;96;7.5;6.7;10.7;2.1
1276;87.4;7.5;3.9;-2.1;95.9;7.5;6.6;10.7;2.1
1277;87.3;7.4;3.9;-2.2;95.8;7.5;6.6;10.6;2.1
1278;87.3;7.4;3.9;-2.2;95.7;7.5;6.6;10.6;2.1
1279;87.3;7.4;4;-2.2;95.7;7.4;6.5;10.5;2.1
1280;87.2;7.4;4;-2.2;95.5;7.5;6.5;10.5;2.1
1281;87.2;7.4;4;-2.2;95.5;7.4;6.5;10.4;2.1
1282;87.2;7.4;4;-2.2;95.4;7.4;6.4;10.3;2.1
1283;87.2;7.4;4;-2.2;95.3;7.4;6.4;10.3;2.4
1284;87.1;7.4;4;-2.2;95.2;7.4;6.3;10.3;2.6
1285;87.1;7.4;4;-2.2;95.1;7.4;6.3;10.2;2.6
1286;87.1;7.4;4;-2.3;95;7.4;6.3;10.2;2.6
1287;87;7.4;4.1;-2.2;94.9;7.4;6.3;10.1;2.6
1288;87;7.4;4;-2.2;94.8;7.4;6.2;10.1;2.6
1289;87;7.4;4.1;-2.2;94.8;7.4;6.2;10.1;2.6
1290;87;7.4;4.1;-2.3;94.6;7.4;6.2;10;2.6
1291;87;7.4;4.1;-2.3;94.6;7.4;6.2;10;2.6
1292;86.9;7.4;4.1;-2.3;94.5;7.3;6.2;10;2.6
1293;86.9;7.4;4.1;-2.3;94.4;7.3;6.1;9.9;3.1
1294;86.9;7.3;4.1;-2.3;94.4;7.3;6.1;9.9;3.2
1295;86.8;7.3;4.1;-2.3;94.3;7.3;6;9.8;3.2
1296;86.8;7.3;4.1;-2.3;94.2;7.3;6;9.8;3.2
1297;86.8;7.3;4.1;-2.3;94.2;7.3;6;9.7;3.2
1298;86.8;7.4;4.1;-2.3;94.1;7.3;6;9.7;3.2
1299;86.8;7.4;4.2;-2.3;94;7.3;6;9.6;3.2
1300;86.8;7.4;4.2;-2.3;93.9;7.3;6;9.6;3.2
1301;86.7;7.3;4.2;-2.3;93.9;7.3;5.9;9.6;3.4
1302;86.7;7.4;4.2;-2.3;93.8;7.3;5.9;9.5;3.7
1303;86.7;7.4;4.2;-2.3;93.8;7.2;5.9;9.5;3.7
1304;86.7;7.3;4.2;-2.3;93.6;7.3;5.9;9.5;3.7
1305;86.7;7.3;4.2;-2.3;93.6;7.2;5.8;9.4;3.7
1306;86.7;7.3;4.2;-2.3;93.6;7.3;5.8;9.4;3.7
1307;86.6;7.3;4.2;-2.3;93.5;7.2;5.8;9.3;3.7
1308;86.6;7.3;4.3;-2.4;93.4;7.2;5.7;9.3;3.7
1309;86.6;7.3;4.3;-2.3;93.3;7.2;5.7;9.3;4.2
1310;86.6;7.3;4.3;-2.4;93.3;7.2;5.7;9.3;4.2
1311;86.6;7.3;4.3;-2.4;93.2;7.2;5.7;9.2;4.2
1312;86.6;7.3;4.3;-2.4;93.2;7.2;5.7;9.2;4.2
1313;86.5;7.3;4.3;-2.4;93.1;7.2;5.6;9.2;4.2
1314;86.5;7.3;4.3;-2.4;93.1;7.2;5.6;9.1;4.2
1315;86.5;7.3;4.3;-2.3;93;7.2;5.6;9.1;4.3
1316;86.5;7.3;4.3;-2.4;92.9;7.2;5.6;9.1;4.8
1317;86.5;7.3;4.3;-2.4;92.9;7.2;5.6;9;4.8
1318;86.5;7.4;4.3;-2.4;92.8;7.2;5.5;9;4.8
1319;86.5;7.3;4.4;-2.4;92.8;7.2;5.5;9;4.8
1320;86.5;7.3;4.4;-2.4;92.7;7.2;5.5;8.9;4.8
1321;86.5;7.4;4.4;-2.4;92.7;7.2;5.5;8.9;4.8
1322;86.4;7.3;4.4;-2.4;92.6;7.2;5.4;8.9;5.3
1323;86.4;7.4;4.4;-2.4;92.6;7.2;5.4;8.9;5.3
1324;86.4;7.4;4.4;-2.4;92.5;7.2;5.4;8.8;5.3
1325;86.4;7.4;4.4;-2.4;92.5;7.2;5.4;8.8;5.3
1326;86.4;7.3;4.4;-2.4;92.4;7.2;5.4;8.8;5.3
1327;86.4;7.3;4.4;-2.4;92.4;7.2;5.3;8.7;5.3
1328;86.4;7.3;4.4;-2.4;92.3;7.2;5.3;8.7;5.3
1329;86.4;7.4;4.5;-2.4;92.3;7.2;5.3;8.7;5.3
1330;86.4;7.4;4.5;-2.4;92.3;7.1;5.3;8.6;5.8
1331;86.4;7.4;4.5;-2.4;92.2;7.2;5.2;8.6;5.8
1332;86.4;7.4;4.5;-2.4;92.2;7.2;5.2;8.6;5.8
1333;86.4;7.4;4.5;-2.4;92.1;7.2;5.2;8.6;5.8
1334;86.4;7.4;4.5;-2.4;92.1;7.2;5.2;8.5;5.8
1335;86.4;7.4;4.5;-2.4;92;7.2;5.2;8.5;5.8
1336;86.4;7.4;4.5;-2.4;92;7.2;5.2;8.5;5.8
1337;86.3;7.4;4.5;-2.4;92;7.2;5.2;8.5;6.1
1338;86.3;7.4;4.6;-2.3;91.9;7.2;5.1;8.4;6.4
1339;86.3;7.4;4.5;-2.4;91.9;7.2;5.1;8.4;6.4
1340;86.3;7.4;4.6;-2.4;91.8;7.2;5.1;8.4;6.4
1341;86.3;7.4;4.6;-2.4;91.8;7.2;5.1;8.4;6.4
1342;86.3;7.4;4.6;-2.4;91.7;7.2;5.1;8.3;6.4
1343;86.3;7.4;4.6;-2.4;91.7;7.2;5;8.3;6.4
1344;86.3;7.4;4.6;-2.4;91.7;7.2;5.1;8.3;6.4
1345;86.3;7.4;4.6;-2.3;91.7;7.2;5;8.3;6.6
1346;86.3;7.4;4.6;-2.4;91.6;7.2;5;8.3;6.9
1347;86.3;7.4;4.6;-2.3;91.6;7.2;5;8.3;6.9
1348;86.3;7.5;4.6;-2.3;91.5;7.2;5;8.2;6.9
1349;86.3;7.5;4.6;-2.3;91.5;7.2;5;8.2;6.9
1350;86.3;7.5;4.6;-2.4;91.5;7.2;4.9;8.2;6.9
1351;86.3;7.4;4.7;-2.3;91.4;7.2;4.9;8.2;6.9
1352;86.3;7.5;4.6;-2.3;91.4;7.2;4.9;8.1;6.9
1353;86.3;7.5;4.7;-2.3;91.4;7.2;4.9;8.1;7
1354;86.2;7.5;4.7;-2.3;91.4;7.2;4.9;8.1;7.4
1355;86.3;7.5;4.7;-2.3;91.3;7.2;4.9;8.1;7.4
1356;86.3;7.5;4.7;-2.3;91.3;7.2;4.8;8;7.4
1357;86.2;7.5;4.7;-2.3;91.3;7.2;4.8;8.1;7.4
1358;86.2;7.5;4.7;-2.3;91.2;7.2;4.8;8;7.4
1359;86.3;7.5;4.7;-2.3;91.2;7.2;4.8;8;7.4
1360;86.2;7.5;4.8;-2.3;91.2;7.2;4.8;8;7.4
1361;86.2;7.5;4.8;-2.3;91.1;7.2;4.8;8;7.4
1362;86.2;7.5;4.8;-2.3;91.1;7.3;4.8;8;7.9
1363;86.2;7.5;4.8;-2.3;91.1;7.2;4.7;7.9;7.9
1364;86.2;7.5;4.8;-2.3;91;7.2;4.8;7.9;7.9
1365;86.2;7.5;4.8;-2.3;91;7.3;4.7;7.9;7.9
1366;86.3;7.6;4.8;-2.2;91;7.3;4.7;7.9;7.9
1367;86.3;7.6;4.8;-2.3;90.9;7.3;4.7;7.9;7.9
1368;86.2;7.6;4.8;-2.2;90.9;7.3;4.7;7.8;7.9
1369;86.3;7.6;4.8;-2.2;90.9;7.2;4.7;7.8;8
1370;86.2;7.6;4.9;-2.2;90.9;7.3;4.7;7.8;8.5
1371;86.3;7.6;4.9;-2.2;90.8;7.3;4.7;7.8;8.5
1372;86.3;7.6;4.9;-2.2;90.9;7.3;4.7;7.8;8.5
1373;86.3;7.6;4.9;-2.2;90.9;7.3;4.6;7.8;8.5
1374;86.3;7.6;4.9;-2.2;90.8;7.3;4.6;7.8;8.5
1375;86.3;7.6;4.9;-2.2;90.8;7.3;4.6;7.7;8.5
1376;86.3;7.6;4.9;-2.2;90.8;7.3;4.6;7.8;8.5
1377;86.3;7.6;4.9;-2.2;90.7;7.3;4.6;7.7;8.5
1378;86.3;7.6;4.9;-2.2;90.7;7.3;4.6;7.7;9
1379;86.3;7.6;4.9;-2.2;90.7;7.3;4.6;7.7;9
1380;86.3;7.7;4.9;-2.2;90.7;7.3;4.6;7.7;9
1381;86.3;7.7;5;-2.2;90.7;7.3;4.6;7.7;9
1382;86.3;7.7;5;-2.1;90.6;7.3;4.6;7.7;9
1383;86.3;7.7;5;-2.1;90.7;7.3;4.6;7.6;9
1384;86.3;7.7;5;-2.1;90.6;7.3;4.6;7.7;9
1385;86.3;7.7;5;-2.1;90.6;7.3;4.6;7.6;9.5
1386;86.3;7.8;5;-2.1;90.6;7.4;4.6;7.6;9.5
1387;86.3;7.7;5;-2.1;90.6;7.4;4.6;7.6;9.5
1388;86.3;7.8;5;-2.1;90.6;7.4;4.5;7.6;9.5
1389;86.3;7.8;5;-2.1;90.6;7.4;4.5;7.6;9.5
1390;86.3;7.8;5;-2.1;90.5;7.4;4.5;7.6;9.5
1391;86.4;7.8;5.1;-2;90.5;7.4;4.6;7.6;9.5
1392;86.3;7.8;5.1;-2;90.5;7.4;4.5;7.6;10
1393;86.3;7.8;5.1;-2;90.5;7.4;4.5;7.6;10.1
1394;86.4;7.8;5.1;-2;90.5;7.4;4.5;7.6;10.1
1395;86.4;7.8;5.1;-2;90.5;7.4;4.5;7.6;10.1
1396;86.4;7.9;5.1;-2;90.5;7.4;4.5;7.6;10.1
1397;86.4;7.9;5.1;-2;90.4;7.5;4.5;7.5;10.1
1398;86.4;7.9;5.2;-2;90.5;7.5;4.5;7.5;10.1
1399;86.4;7.9;5.1;-2;90.5;7.5;4.5;7.5;10.6
1400;86.4;7.9;5.2;-2;90.4;7.5;4.5;7.5;10.6
1401;86.4;7.9;5.2;-2;90.5;7.5;4.5;7.5;10.6
1402;86.4;7.9;5.2;-2;90.4;7.5;4.5;7.5;10.6
1403;86.4;7.9;5.2;-1.9;90.4;7.5;4.5;7.5;10.6
1404;86.4;7.9;5.2;-1.9;90.4;7.5;4.5;7.5;10.6
1405;86.4;8;5.2;-1.9;90.4;7.5;4.5;7.5;11.1
1406;86.4;8;5.2;-1.9;90.4;7.5;4.5;7.5;11.1
1407;86.5;8;5.2;-1.9;90.4;7.5;4.5;7.5;11.1
1408;86.5;8;5.2;-1.9;90.4;7.5;4.5;7.5;11.1
1409;86.5;8;5.3;-1.9;90.4;7.6;4.5;7.5;11.1
1410;86.5;8;5.2;-1.9;90.3;7.5;4.5;7.5;11.7
1411;86.5;8;5.3;-1.9;90.4;7.5;4.5;7.5;11.7
1412;86.5;8;5.3;-1.9;90.3;7.6;4.5;7.5;11.7
1413;86.5;8.1;5.3;-1.9;90.3;7.6;4.5;7.5;11.7
1414;86.5;8.1;5.3;-1.8;90.3;7.6;4.5;7.5;11.7
1415;86.5;8.1;5.3;-1.9;90.3;7.6;4.5;7.5;12
1416;86.5;8.1;5.3;-1.8;90.3;7.6;4.5;7.5;12.2
1417;86.5;8.1;5.3;-1.8;90.3;7.6;4.5;7.5;12.2
1418;86.5;8.1;5.3;-1.8;90.2;7.6;4.5;7.5;12.2
1419;86.5;8.1;5.3;-1.8;90.3;7.6;4.5;7.4;12.2
1420;86.5;8.1;5.4;-1.8;90.2;7.6;4.5;7.5;12.2
1421;86.5;8.1;5.4;-1.8;90.2;7.6;4.5;7.5;12.7
1422;86.5;8.1;5.4;-1.8;90.2;7.6;4.5;7.4;12.7
1423;86.6;8.1;5.4;-1.8;90.2;7.7;4.5;7.4;12.7
1424;86.5;8.2;5.4;-1.8;90.2;7.7;4.5;7.4;12.7
1425;86.5;8.2;5.4;-1.8;90.2;7.7;4.5;7.4;12.7
1426;86.6;8.2;5.4;-1.8;90.2;7.7;4.5;7.5;12.7
1427;86.6;8.2;5.5;-1.8;90.2;7.7;4.5;7.4;12.7
1428;86.6;8.2;5.4;-1.7;90.2;7.7;4.4;7.4;12.7
1429;86.6;8.2;5.4;-1.7;90.1;7.7;4.4;7.4;12.7
1430;86.6;8.2;5.5;-1.7;90.1;7.7;4.5;7.5;12.7
1431;86.6;8.2;5.5;-1.7;90.1;7.7;4.5;7.4;12.7
1432;86.6;8.2;5.5;-1.7;90.1;7.7;4.5;7.4;12.7
1433;86.6;8.2;5.5;-1.7;90;7.7;4.4;7.4;12.7
1434;86.6;8.2;5.5;-1.7;90.1;7.7;4.4;7.4;12.7
1435;86.6;8.2;5.5;-1.7;90;7.7;4.4;7.4;12.7
1436;86.6;8.2;5.5;-1.7;90;7.7;4.4;7.4;12.7
1437;86.6;8.3;5.5;-1.7;90;7.7;4.4;7.4;12.7
1438;86.6;8.3;5.5;-1.7;90;7.8;4.4;7.4;12.7
1439;86.6;8.3;5.5;-1.7;90;7.8;4.4;7.4;12.7
1440;86.6;8.3;5.5;-1.7;90;7.7;4.4;7.4;12.7
1441;86.6;8.3;5.6;-1.7;89.9;7.8;4.4;7.4;12.7
1442;86.6;8.3;5.6;-1.7;89.9;7.8;4.4;7.4;12.7
1443;86.6;8.3;5.6;-1.7;89.9;7.8;4.4;7.4;12.2
1444;86.6;8.3;5.6;-1.7;90;7.8;4.4;7.4;12.2
1445;86.6;8.3;5.6;-1.7;89.9;7.8;4.3;7.4;12.2
1446;86.6;8.3;5.6;-1.7;89.9;7.8;4.4;7.4;12.2
1447;86.6;8.3;5.6;-1.7;89.9;7.7;4.3;7.4;11.8
1448;86.6;8.3;5.6;-1.7;89.9;7.8;4.3;7.4;11.7
1449;86.6;8.3;5.6;-1.7;89.9;7.8;4.3;7.4;11.7
1450;86.6;8.3;5.6;-1.7;89.8;7.8;4.3;7.4;11.7
1451;86.6;8.3;5.6;-1.6;89.8;7.8;4.3;7.4;11.7
1452;86.6;8.3;5.6;-1.6;89.8;7.8;4.3;7.4;11.7
1453;86.6;8.3;5.7;-1.6;89.8;7.8;4.3;7.4;11.7
1454;86.6;8.4;5.7;-1.6;89.7;7.8;4.3;7.4;12.2
1455;86.6;8.4;5.7;-1.6;89.8;7.8;4.3;7.4;12.2
1456;86.6;8.4;5.7;-1.6;89.8;7.8;4.3;7.4;12.7
1457;86.7;8.4;5.7;-1.6;89.8;7.8;4.3;7.4;12.7
1458;86.7;8.5;5.7;-1.5;89.8;7.9;4.3;7.4;13.3
1459;86.7;8.5;5.7;-1.5;89.8;7.9;4.3;7.4;13.3
1460;86.7;8.5;5.7;-1.5;89.8;7.9;4.3;7.5;13.3
1461;86.8;8.5;5.8;-1.5;89.8;7.9;4.4;7.6;13.8
1462;86.8;8.6;5.8;-1.4;89.8;8;4.4;7.6;13.8
1463;86.8;8.6;5.8;-1.4;89.9;8;4.4;7.6;14.3
1464;86.9;8.7;5.8;-1.3;89.9;8;4.5;7.7;14.5
1465;86.9;8.7;5.8;-1.3;90;8.1;4.5;7.7;14.9
1466;87;8.7;5.9;-1.2;90;8.1;4.6;7.7;15.4
1467;87;8.8;5.9;-1.2;90.1;8.1;4.6;7.8;15.9
1468;87.1;8.8;5.9;-1.2;90.2;8.2;4.7;7.8;16.5
1469;87.1;8.9;5.9;-1.1;90.2;8.3;4.8;7.9;17
1470;87.1;8.9;5.9;-1.1;90.3;8.3;4.8;7.9;17.4
1471;87.2;9;6;-1;90.4;8.4;4.8;8;17.5
1472;87.3;9.1;6;-1;90.5;8.4;4.9;8.1;18.1
1473;87.3;9.1;6;-0.9;90.6;8.5;5;8.2;18.6
1474;87.4;9.2;6.1;-0.9;90.6;8.6;5.1;8.2;19.1
1475;87.5;9.2;6.1;-0.8;90.8;8.6;5.2;8.3;19.7
1476;87.5;9.3;6.1;-0.8;90.9;8.7;5.3;8.4;20.7
1477;87.6;9.4;6.1;-0.7;91;8.8;5.4;8.5;21.4
1478;87.6;9.4;6.2;-0.7;91.1;8.8;5.5;8.6;22.3
1479;87.7;9.5;6.2;-0.6;91.3;8.9;5.6;8.7;23.4
1480;87.8;9.6;6.3;-0.5;91.3;9;5.7;8.8;24.5
1481;87.9;9.7;6.3;-0.5;91.4;9;5.8;8.9;25.5
1482;87.9;9.8;6.3;-0.4;91.6;9.1;5.9;9;26.4
1483;88;9.8;6.3;-0.3;91.7;9.2;6;9.1;27.7
1484;88.1;9.9;6.4;-0.2;91.9;9.2;6.1;9.2;29
1485;88.2;10;6.4;-0.2;92;9.3;6.2;9.3;30.3
1486;88.3;10.1;6.5;-0.1;92.2;9.4;6.3;9.4;31.8
1487;88.3;10.2;6.5;0;92.3;9.5;6.4;9.5;33
1488;88.5;10.3;6.6;0;92.5;9.6;6.6;9.6;34.6
1489;88.6;10.3;6.6;0;92.7;9.7;6.7;9.8;36.2
1490;88.7;10.4;6.6;0.1;92.8;9.8;6.9;9.9;37.8
1491;88.7;10.5;6.7;0.2;93;9.9;7;10;39.7
1492;88.8;10.6;6.7;0.3;93.1;9.9;7.1;10.1;42
1493;88.9;10.7;6.7;0.4;93.3;10;7.3;10.2;43.9
1494;89;10.8;6.8;0.4;93.4;10.1;7.4;10.4;46.5
1495;89.1;10.9;6.8;0.5;93.6;10.2;7.5;10.5;49.3
1496;89.1;11;6.8;0.6;93.7;10.3;7.7;10.6;52.6
1497;89.3;11.1;6.9;0.7;93.9;10.4;7.8;10.7;58.4
1498;89.4;11.2;6.9;0.7;94.1;10.5;8;10.9;64.4
1499;89.5;11.3;7;0.8;94.3;10.6;8.1;11;71.5
1500;89.6;11.3;7;0.9;94.5;10.7;8.3;11.2;79.1
1501;89.7;11.4;7;1;94.6;10.8;8.4;11.3;87.4
1502;89.7;11.5;7.1;1.1;94.8;10.9;8.5;11.4;95.9
1503;89.8;11.6;7.1;1.2;94.9;11;8.7;11.6;104.5
1504;89.9;11.7;7.1;1.3;95.2;11.1;8.8;11.8;111.1
1505;90;11.8;7.2;1.4;95.4;11.2;9;11.9;120.3
1506;90.2;11.9;7.3;1.4;95.5;11.3;9.1;12;129.7
1507;90.2;12.1;7.3;1.5;95.7;11.4;9.3;12.2;139.3
1508;90.3;12.1;7.4;1.6;95.8;11.5;9.4;12.4;148.9
1509;90.4;12.3;7.4;1.7;96;11.6;9.6;12.5;158.4
1510;90.6;12.3;7.4;1.8;96.2;11.7;9.8;12.6;167.8
1511;90.6;12.5;7.5;1.9;96.5;11.8;9.9;12.8;176.9
1512;90.8;12.6;7.5;2;96.7;11.9;10.1;13;185.8
1513;90.9;12.7;7.6;2;96.8;12;10.2;13.1;194.7
1514;91;12.7;7.6;2.1;97;12.1;10.3;13.2;201.5
1515;91;12.9;7.7;2.2;97.2;12.2;10.5;13.4;210.2
1516;91.1;13;7.7;2.3;97.4;12.3;10.7;13.6;218.6
1517;91.2;13.1;7.8;2.4;97.6;12.4;10.9;13.7;226.9
1518;91.3;13.2;7.8;2.5;97.7;12.5;11;13.9;235.1
1519;91.4;13.3;7.8;2.6;97.9;12.6;11.2;14;243.1
1520;91.5;13.4;7.9;2.7;98.1;12.7;11.3;14.2;250.9
1521;91.7;13.5;7.9;2.8;98.3;12.8;11.5;14.4;258.7
1522;91.7;13.6;8;2.9;98.4;12.9;11.6;14.5;265.9
1523;91.8;13.7;8;3;98.6;13;11.8;14.7;272.7
1524;91.9;13.8;8;3.1;98.7;13.1;11.9;14.8;278.9
1525;92;13.9;8.1;3.1;98.9;13.2;12.1;15;283.2
1526;92.1;14;8.1;3.2;99.1;13.3;12.2;15.1;288.4
1527;92.2;14;8.2;3.3;99.3;13.4;12.4;15.3;292.9
1528;92.3;14.2;8.2;3.4;99.4;13.6;12.6;15.4;296.4
1529;92.4;14.3;8.3;3.5;99.6;13.6;12.7;15.6;298.8
1530;92.5;14.4;8.3;3.6;99.8;13.7;12.9;15.7;300.8
1531;92.6;14.5;8.4;3.7;99.9;13.8;13.1;15.9;302.1
1532;92.7;14.6;8.4;3.8;100.1;14;13.2;16;302.9
1533;92.8;14.7;8.5;3.9;100.3;14;13.4;16.2;302.8
1534;92.9;14.8;8.5;3.9;100.4;14.1;13.5;16.3;301.5
1535;93;14.9;8.5;4;100.5;14.2;13.7;16.5;299.6
1536;93.1;15;8.6;4.1;100.7;14.3;13.8;16.7;297.6
1537;93.2;15;8.6;4.2;100.9;14.4;14;16.8;294.5
1538;93.3;15.2;8.7;4.3;101;14.5;14.1;16.9;290.7
1539;93.3;15.3;8.7;4.4;101.2;14.6;14.3;17.1;286.2
1540;93.4;15.4;8.8;4.5;101.3;14.7;14.5;17.3;281.3
1541;93.5;15.5;8.8;4.6;101.4;14.8;14.6;17.4;276.1
1542;93.6;15.6;8.9;4.6;101.6;14.9;14.7;17.6;270.5
1543;93.7;15.7;8.9;4.7;101.8;15;14.9;17.7;264.8
1544;93.7;15.7;9;4.8;101.9;15.1;15;17.9;258.7
1545;93.8;15.8;9;4.9;102;15.2;15.2;17.9;252
1546;93.9;15.9;9.1;5;102.2;15.3;15.3;18.1;246.7
1547;94;16;9.1;5.1;102.3;15.4;15.5;18.3;239.3
1548;94.1;16.1;9.2;5.1;102.4;15.5;15.6;18.4;231.7
1549;94.1;16.2;9.2;5.2;102.5;15.5;15.8;18.6;223.9
1550;94.2;16.3;9.3;5.3;102.7;15.6;15.9;18.7;215.9
1551;94.3;16.4;9.3;5.4;102.8;15.7;16;18.8;207.7
1552;94.3;16.4;9.3;5.4;102.9;15.8;16.2;19;199.3
1553;94.4;16.5;9.4;5.5;103;15.9;16.3;19.1;190.8
1554;94.5;16.6;9.4;5.6;103.2;16;16.4;19.2;182.2
1555;94.6;16.7;9.4;5.7;103.2;16.1;16.5;19.4;173.5
1556;94.6;16.8;9.5;5.7;103.4;16.1;16.7;19.5;164.8
1557;94.7;16.9;9.5;5.8;103.4;16.2;16.8;19.6;158.1
1558;94.8;16.9;9.6;5.9;103.5;16.3;16.9;19.7;149.2
1559;94.8;17;9.6;5.9;103.7;16.4;17;19.8;140.3
1560;94.9;17.1;9.7;6;103.7;16.4;17.1;20;131
1561;94.9;17.1;9.7;6.1;103.8;16.5;17.3;20.1;121.6
1562;95;17.2;9.7;6.2;103.9;16.6;17.4;20.2;112.3
1563;95;17.3;9.8;6.2;103.9;16.7;17.5;20.3;103.3
1564;95.1;17.3;9.8;6.3;104;16.7;17.6;20.4;94.6
1565;95.2;17.4;9.9;6.3;104.1;16.8;17.7;20.5;86.4
1566;95.2;17.5;9.9;6.4;104.2;16.8;17.8;20.6;78.6
1567;95.2;17.5;9.9;6.4;104.2;16.9;17.9;20.7;71.4
1568;95.3;17.6;10;6.5;104.3;17;18;20.8;66.5
1569;95.4;17.6;10;6.5;104.4;17.1;18;20.9;60.8
1570;95.4;17.7;10;6.6;104.4;17.1;18.1;21;56.3
1571;95.4;17.8;10.1;6.7;104.5;17.2;18.2;21.1;52.1
1572;95.5;17.8;10.1;6.7;104.6;17.3;18.4;21.2;48.2
1573;95.5;17.9;10.2;6.8;104.6;17.3;18.4;21.3;44.6
1574;95.5;17.9;10.2;6.8;104.6;17.4;18.5;21.4;41.4
1575;95.6;18;10.3;6.9;104.7;17.4;18.6;21.5;38.7
1576;95.6;18;10.3;6.9;104.7;17.4;18.6;21.6;36.2
1577;95.6;18.1;10.3;6.9;104.7;17.5;18.7;21.6;34
1578;95.6;18.1;10.3;7;104.7;17.6;18.8;21.7;32.5
1579;95.7;18.2;10.4;7;104.7;17.6;18.9;21.8;30.7
1580;95.7;18.2;10.4;7;104.7;17.6;18.9;21.8;29.2
1581;95.7;18.2;10.5;7.1;104.8;17.7;19;21.9;27.7
1582;95.7;18.3;10.4;7.1;104.7;17.7;19;21.9;26.3
1583;95.7;18.3;10.5;7.2;104.8;17.7;19.1;22;24.9
1584;95.7;18.3;10.5;7.2;104.7;17.8;19.1;22.1;23.4
1585;95.7;18.3;10.6;7.2;104.7;17.8;19.2;22.2;21.9
1586;95.7;18.4;10.6;7.2;104.7;17.9;19.2;22.2;20.7
1587;95.8;18.4;10.6;7.3;104.7;17.9;19.2;22.3;19.2
1588;95.8;18.4;10.7;7.3;104.7;17.9;19.3;22.3;18.1
1589;95.8;18.4;10.7;7.3;104.7;17.9;19.3;22.3;17.2
1590;95.8;18.5;10.7;7.4;104.6;18;19.3;22.4;16.1
1591;95.7;18.5;10.7;7.4;104.6;18;19.4;22.4;15.2
1592;95.7;18.5;10.7;7.4;104.5;18;19.4;22.4;14.3
1593;95.7;18.5;10.8;7.4;104.5;18;19.4;22.5;13.4
1594;95.7;18.5;10.8;7.4;104.4;18;19.4;22.5;12.7
1595;95.7;18.5;10.8;7.4;104.4;18;19.4;22.5;12.2
